row_number,errors,data
714,"['Customer ID is required', 'Invalid full name', 'Email is required', 'Phone number is required', 'City is required', 'Signup date is required', 'Order ID is required', 'Invalid order amount', 'Product ID is required', 'Invalid quantity', 'Invalid unit price', 'Invalid payment mode: ', 'Invalid status: ']","{'customer_id': '', 'full_name': '', 'email': '', 'phone_number': '', 'city': '', 'signup_date': ''}"
715,"['Customer ID is required', 'Invalid full name', 'Email is required', 'Phone number is required', 'City is required', 'Signup date is required', 'Order ID is required', 'Invalid order amount', 'Product ID is required', 'Invalid quantity', 'Invalid unit price', 'Invalid payment mode: ', 'Invalid status: ']","{'customer_id': '', 'full_name': '', 'email': '', 'phone_number': '', 'city': '', 'signup_date': ''}"
716,"['Customer ID is required', 'Invalid full name', 'Email is required', 'Phone number is required', 'City is required', 'Signup date is required', 'Order ID is required', 'Invalid order amount', 'Product ID is required', 'Invalid quantity', 'Invalid unit price', 'Invalid payment mode: ', 'Invalid status: ']","{'customer_id': '', 'full_name': '', 'email': '', 'phone_number': '', 'city': '', 'signup_date': ''}"
717,"['Customer ID is required', 'Invalid full name', 'Email is required', 'Phone number is required', 'City is required', 'Signup date is required', 'Order ID is required', 'Invalid order amount', 'Product ID is required', 'Invalid quantity', 'Invalid unit price', 'Invalid payment mode: ', 'Invalid status: ']","{'customer_id': '', 'full_name': '', 'email': '', 'phone_number': '', 'city': '', 'signup_date': ''}"
718,"['Customer ID is required', 'Invalid full name', 'Email is required', 'Phone number is required', 'City is required', 'Signup date is required', 'Order ID is required', 'Invalid order amount', 'Product ID is required', 'Invalid quantity', 'Invalid unit price', 'Invalid payment mode: ', 'Invalid status: ']","{'customer_id': '', 'full_name': '', 'email': '', 'phone_number': '', 'city': '', 'signup_date': ''}"
719,"['Customer ID is required', 'Invalid full name', 'Email is required', 'Phone number is required', 'City is required', 'Signup date is required', 'Order ID is required', 'Invalid order amount', 'Product ID is required', 'Invalid quantity', 'Invalid unit price', 'Invalid payment mode: ', 'Invalid status: ']","{'customer_id': '', 'full_name': '', 'email': '', 'phone_number': '', 'city': '', 'signup_date': ''}"
720,"['Customer ID is required', 'Invalid full name', 'Email is required', 'Phone number is required', 'City is required', 'Signup date is required', 'Order ID is required', 'Invalid order amount', 'Product ID is required', 'Invalid quantity', 'Invalid unit price', 'Invalid payment mode: ', 'Invalid status: ']","{'customer_id': '', 'full_name': '', 'email': '', 'phone_number': '', 'city': '', 'signup_date': ''}"
721,"['Customer ID is required', 'Invalid full name', 'Email is required', 'Phone number is required', 'City is required', 'Signup date is required', 'Order ID is required', 'Invalid order amount', 'Product ID is required', 'Invalid quantity', 'Invalid unit price', 'Invalid payment mode: ', 'Invalid status: ']","{'customer_id': '', 'full_name': '', 'email': '', 'phone_number': '', 'city': '', 'signup_date': ''}"
722,"['Customer ID is required', 'Invalid full name', 'Email is required', 'Phone number is required', 'City is required', 'Signup date is required', 'Order ID is required', 'Invalid order amount', 'Product ID is required', 'Invalid quantity', 'Invalid unit price', 'Invalid payment mode: ', 'Invalid status: ']","{'customer_id': '', 'full_name': '', 'email': '', 'phone_number': '', 'city': '', 'signup_date': ''}"
723,"['Customer ID is required', 'Invalid full name', 'Email is required', 'Phone number is required', 'City is required', 'Signup date is required', 'Order ID is required', 'Invalid order amount', 'Product ID is required', 'Invalid quantity', 'Invalid unit price', 'Invalid payment mode: ', 'Invalid status: ']","{'customer_id': '', 'full_name': '', 'email': '', 'phone_number': '', 'city': '', 'signup_date': ''}"
724,"['Customer ID is required', 'Invalid full name', 'Email is required', 'Phone number is required', 'City is required', 'Signup date is required', 'Order ID is required', 'Invalid order amount', 'Product ID is required', 'Invalid quantity', 'Invalid unit price', 'Invalid payment mode: ', 'Invalid status: ']","{'customer_id': '', 'full_name': '', 'email': '', 'phone_number': '', 'city': '', 'signup_date': ''}"
725,"['Customer ID is required', 'Invalid full name', 'Email is required', 'Phone number is required', 'City is required', 'Signup date is required', 'Order ID is required', 'Invalid order amount', 'Product ID is required', 'Invalid quantity', 'Invalid unit price', 'Invalid payment mode: ', 'Invalid status: ']","{'customer_id': '', 'full_name': '', 'email': '', 'phone_number': '', 'city': '', 'signup_date': ''}"
726,"['Customer ID is required', 'Invalid full name', 'Email is required', 'Phone number is required', 'City is required', 'Signup date is required', 'Order ID is required', 'Invalid order amount', 'Product ID is required', 'Invalid quantity', 'Invalid unit price', 'Invalid payment mode: ', 'Invalid status: ']","{'customer_id': '', 'full_name': '', 'email': '', 'phone_number': '', 'city': '', 'signup_date': ''}"
727,"['Customer ID is required', 'Invalid full name', 'Email is required', 'Phone number is required', 'City is required', 'Signup date is required', 'Order ID is required', 'Invalid order amount', 'Product ID is required', 'Invalid quantity', 'Invalid unit price', 'Invalid payment mode: ', 'Invalid status: ']","{'customer_id': '', 'full_name': '', 'email': '', 'phone_number': '', 'city': '', 'signup_date': ''}"
728,"['Customer ID is required', 'Invalid full name', 'Email is required', 'Phone number is required', 'City is required', 'Signup date is required', 'Order ID is required', 'Invalid order amount', 'Product ID is required', 'Invalid quantity', 'Invalid unit price', 'Invalid payment mode: ', 'Invalid status: ']","{'customer_id': '', 'full_name': '', 'email': '', 'phone_number': '', 'city': '', 'signup_date': ''}"
729,"['Customer ID is required', 'Invalid full name', 'Email is required', 'Phone number is required', 'City is required', 'Signup date is required', 'Order ID is required', 'Invalid order amount', 'Product ID is required', 'Invalid quantity', 'Invalid unit price', 'Invalid payment mode: ', 'Invalid status: ']","{'customer_id': '', 'full_name': '', 'email': '', 'phone_number': '', 'city': '', 'signup_date': ''}"
730,"['Customer ID is required', 'Invalid full name', 'Email is required', 'Phone number is required', 'City is required', 'Signup date is required', 'Order ID is required', 'Invalid order amount', 'Product ID is required', 'Invalid quantity', 'Invalid unit price', 'Invalid payment mode: ', 'Invalid status: ']","{'customer_id': '', 'full_name': '', 'email': '', 'phone_number': '', 'city': '', 'signup_date': ''}"
731,"['Customer ID is required', 'Invalid full name', 'Email is required', 'Phone number is required', 'City is required', 'Signup date is required', 'Order ID is required', 'Invalid order amount', 'Product ID is required', 'Invalid quantity', 'Invalid unit price', 'Invalid payment mode: ', 'Invalid status: ']","{'customer_id': '', 'full_name': '', 'email': '', 'phone_number': '', 'city': '', 'signup_date': ''}"
732,"['Customer ID is required', 'Invalid full name', 'Email is required', 'Phone number is required', 'City is required', 'Signup date is required', 'Order ID is required', 'Invalid order amount', 'Product ID is required', 'Invalid quantity', 'Invalid unit price', 'Invalid payment mode: ', 'Invalid status: ']","{'customer_id': '', 'full_name': '', 'email': '', 'phone_number': '', 'city': '', 'signup_date': ''}"
733,"['Customer ID is required', 'Invalid full name', 'Email is required', 'Phone number is required', 'City is required', 'Signup date is required', 'Order ID is required', 'Invalid order amount', 'Product ID is required', 'Invalid quantity', 'Invalid unit price', 'Invalid payment mode: ', 'Invalid status: ']","{'customer_id': '', 'full_name': '', 'email': '', 'phone_number': '', 'city': '', 'signup_date': ''}"
734,"['Customer ID is required', 'Invalid full name', 'Email is required', 'Phone number is required', 'City is required', 'Signup date is required', 'Order ID is required', 'Invalid order amount', 'Product ID is required', 'Invalid quantity', 'Invalid unit price', 'Invalid payment mode: ', 'Invalid status: ']","{'customer_id': '', 'full_name': '', 'email': '', 'phone_number': '', 'city': '', 'signup_date': ''}"
735,"['Customer ID is required', 'Invalid full name', 'Email is required', 'Phone number is required', 'City is required', 'Signup date is required', 'Order ID is required', 'Invalid order amount', 'Product ID is required', 'Invalid quantity', 'Invalid unit price', 'Invalid payment mode: ', 'Invalid status: ']","{'customer_id': '', 'full_name': '', 'email': '', 'phone_number': '', 'city': '', 'signup_date': ''}"
736,"['Customer ID is required', 'Invalid full name', 'Email is required', 'Phone number is required', 'City is required', 'Signup date is required', 'Order ID is required', 'Invalid order amount', 'Product ID is required', 'Invalid quantity', 'Invalid unit price', 'Invalid payment mode: ', 'Invalid status: ']","{'customer_id': '', 'full_name': '', 'email': '', 'phone_number': '', 'city': '', 'signup_date': ''}"
737,"['Customer ID is required', 'Invalid full name', 'Email is required', 'Phone number is required', 'City is required', 'Signup date is required', 'Order ID is required', 'Invalid order amount', 'Product ID is required', 'Invalid quantity', 'Invalid unit price', 'Invalid payment mode: ', 'Invalid status: ']","{'customer_id': '', 'full_name': '', 'email': '', 'phone_number': '', 'city': '', 'signup_date': ''}"
738,"['Customer ID is required', 'Invalid full name', 'Email is required', 'Phone number is required', 'City is required', 'Signup date is required', 'Order ID is required', 'Invalid order amount', 'Product ID is required', 'Invalid quantity', 'Invalid unit price', 'Invalid payment mode: ', 'Invalid status: ']","{'customer_id': '', 'full_name': '', 'email': '', 'phone_number': '', 'city': '', 'signup_date': ''}"
739,"['Customer ID is required', 'Invalid full name', 'Email is required', 'Phone number is required', 'City is required', 'Signup date is required', 'Order ID is required', 'Invalid order amount', 'Product ID is required', 'Invalid quantity', 'Invalid unit price', 'Invalid payment mode: ', 'Invalid status: ']","{'customer_id': '', 'full_name': '', 'email': '', 'phone_number': '', 'city': '', 'signup_date': ''}"
740,"['Customer ID is required', 'Invalid full name', 'Email is required', 'Phone number is required', 'City is required', 'Signup date is required', 'Order ID is required', 'Invalid order amount', 'Product ID is required', 'Invalid quantity', 'Invalid unit price', 'Invalid payment mode: ', 'Invalid status: ']","{'customer_id': '', 'full_name': '', 'email': '', 'phone_number': '', 'city': '', 'signup_date': ''}"
741,"['Customer ID is required', 'Invalid full name', 'Email is required', 'Phone number is required', 'City is required', 'Signup date is required', 'Order ID is required', 'Invalid order amount', 'Product ID is required', 'Invalid quantity', 'Invalid unit price', 'Invalid payment mode: ', 'Invalid status: ']","{'customer_id': '', 'full_name': '', 'email': '', 'phone_number': '', 'city': '', 'signup_date': ''}"
742,"['Customer ID is required', 'Invalid full name', 'Email is required', 'Phone number is required', 'City is required', 'Signup date is required', 'Order ID is required', 'Invalid order amount', 'Product ID is required', 'Invalid quantity', 'Invalid unit price', 'Invalid payment mode: ', 'Invalid status: ']","{'customer_id': '', 'full_name': '', 'email': '', 'phone_number': '', 'city': '', 'signup_date': ''}"
743,"['Customer ID is required', 'Invalid full name', 'Email is required', 'Phone number is required', 'City is required', 'Signup date is required', 'Order ID is required', 'Invalid order amount', 'Product ID is required', 'Invalid quantity', 'Invalid unit price', 'Invalid payment mode: ', 'Invalid status: ']","{'customer_id': '', 'full_name': '', 'email': '', 'phone_number': '', 'city': '', 'signup_date': ''}"
744,"['Customer ID is required', 'Invalid full name', 'Email is required', 'Phone number is required', 'City is required', 'Signup date is required', 'Order ID is required', 'Invalid order amount', 'Product ID is required', 'Invalid quantity', 'Invalid unit price', 'Invalid payment mode: ', 'Invalid status: ']","{'customer_id': '', 'full_name': '', 'email': '', 'phone_number': '', 'city': '', 'signup_date': ''}"
745,"['Customer ID is required', 'Invalid full name', 'Email is required', 'Phone number is required', 'City is required', 'Signup date is required', 'Order ID is required', 'Invalid order amount', 'Product ID is required', 'Invalid quantity', 'Invalid unit price', 'Invalid payment mode: ', 'Invalid status: ']","{'customer_id': '', 'full_name': '', 'email': '', 'phone_number': '', 'city': '', 'signup_date': ''}"
746,"['Customer ID is required', 'Invalid full name', 'Email is required', 'Phone number is required', 'City is required', 'Signup date is required', 'Order ID is required', 'Invalid order amount', 'Product ID is required', 'Invalid quantity', 'Invalid unit price', 'Invalid payment mode: ', 'Invalid status: ']","{'customer_id': '', 'full_name': '', 'email': '', 'phone_number': '', 'city': '', 'signup_date': ''}"
747,"['Customer ID is required', 'Invalid full name', 'Email is required', 'Phone number is required', 'City is required', 'Signup date is required', 'Order ID is required', 'Invalid order amount', 'Product ID is required', 'Invalid quantity', 'Invalid unit price', 'Invalid payment mode: ', 'Invalid status: ']","{'customer_id': '', 'full_name': '', 'email': '', 'phone_number': '', 'city': '', 'signup_date': ''}"
748,"['Customer ID is required', 'Invalid full name', 'Email is required', 'Phone number is required', 'City is required', 'Signup date is required', 'Order ID is required', 'Invalid order amount', 'Product ID is required', 'Invalid quantity', 'Invalid unit price', 'Invalid payment mode: ', 'Invalid status: ']","{'customer_id': '', 'full_name': '', 'email': '', 'phone_number': '', 'city': '', 'signup_date': ''}"
749,"['Customer ID is required', 'Invalid full name', 'Email is required', 'Phone number is required', 'City is required', 'Signup date is required', 'Order ID is required', 'Invalid order amount', 'Product ID is required', 'Invalid quantity', 'Invalid unit price', 'Invalid payment mode: ', 'Invalid status: ']","{'customer_id': '', 'full_name': '', 'email': '', 'phone_number': '', 'city': '', 'signup_date': ''}"
750,"['Customer ID is required', 'Invalid full name', 'Email is required', 'Phone number is required', 'City is required', 'Signup date is required', 'Order ID is required', 'Invalid order amount', 'Product ID is required', 'Invalid quantity', 'Invalid unit price', 'Invalid payment mode: ', 'Invalid status: ']","{'customer_id': '', 'full_name': '', 'email': '', 'phone_number': '', 'city': '', 'signup_date': ''}"
751,"['Customer ID is required', 'Invalid full name', 'Email is required', 'Phone number is required', 'City is required', 'Signup date is required', 'Order ID is required', 'Invalid order amount', 'Product ID is required', 'Invalid quantity', 'Invalid unit price', 'Invalid payment mode: ', 'Invalid status: ']","{'customer_id': '', 'full_name': '', 'email': '', 'phone_number': '', 'city': '', 'signup_date': ''}"
752,"['Customer ID is required', 'Invalid full name', 'Email is required', 'Phone number is required', 'City is required', 'Signup date is required', 'Order ID is required', 'Invalid order amount', 'Product ID is required', 'Invalid quantity', 'Invalid unit price', 'Invalid payment mode: ', 'Invalid status: ']","{'customer_id': '', 'full_name': '', 'email': '', 'phone_number': '', 'city': '', 'signup_date': ''}"
753,"['Customer ID is required', 'Invalid full name', 'Email is required', 'Phone number is required', 'City is required', 'Signup date is required', 'Order ID is required', 'Invalid order amount', 'Product ID is required', 'Invalid quantity', 'Invalid unit price', 'Invalid payment mode: ', 'Invalid status: ']","{'customer_id': '', 'full_name': '', 'email': '', 'phone_number': '', 'city': '', 'signup_date': ''}"
754,"['Customer ID is required', 'Invalid full name', 'Email is required', 'Phone number is required', 'City is required', 'Signup date is required', 'Order ID is required', 'Invalid order amount', 'Product ID is required', 'Invalid quantity', 'Invalid unit price', 'Invalid payment mode: ', 'Invalid status: ']","{'customer_id': '', 'full_name': '', 'email': '', 'phone_number': '', 'city': '', 'signup_date': ''}"
755,"['Customer ID is required', 'Invalid full name', 'Email is required', 'Phone number is required', 'City is required', 'Signup date is required', 'Order ID is required', 'Invalid order amount', 'Product ID is required', 'Invalid quantity', 'Invalid unit price', 'Invalid payment mode: ', 'Invalid status: ']","{'customer_id': '', 'full_name': '', 'email': '', 'phone_number': '', 'city': '', 'signup_date': ''}"
756,"['Customer ID is required', 'Invalid full name', 'Email is required', 'Phone number is required', 'City is required', 'Signup date is required', 'Order ID is required', 'Invalid order amount', 'Product ID is required', 'Invalid quantity', 'Invalid unit price', 'Invalid payment mode: ', 'Invalid status: ']","{'customer_id': '', 'full_name': '', 'email': '', 'phone_number': '', 'city': '', 'signup_date': ''}"
757,"['Customer ID is required', 'Invalid full name', 'Email is required', 'Phone number is required', 'City is required', 'Signup date is required', 'Order ID is required', 'Invalid order amount', 'Product ID is required', 'Invalid quantity', 'Invalid unit price', 'Invalid payment mode: ', 'Invalid status: ']","{'customer_id': '', 'full_name': '', 'email': '', 'phone_number': '', 'city': '', 'signup_date': ''}"
758,"['Customer ID is required', 'Invalid full name', 'Email is required', 'Phone number is required', 'City is required', 'Signup date is required', 'Order ID is required', 'Invalid order amount', 'Product ID is required', 'Invalid quantity', 'Invalid unit price', 'Invalid payment mode: ', 'Invalid status: ']","{'customer_id': '', 'full_name': '', 'email': '', 'phone_number': '', 'city': '', 'signup_date': ''}"
759,"['Customer ID is required', 'Invalid full name', 'Email is required', 'Phone number is required', 'City is required', 'Signup date is required', 'Order ID is required', 'Invalid order amount', 'Product ID is required', 'Invalid quantity', 'Invalid unit price', 'Invalid payment mode: ', 'Invalid status: ']","{'customer_id': '', 'full_name': '', 'email': '', 'phone_number': '', 'city': '', 'signup_date': ''}"
760,"['Customer ID is required', 'Invalid full name', 'Email is required', 'Phone number is required', 'City is required', 'Signup date is required', 'Order ID is required', 'Invalid order amount', 'Product ID is required', 'Invalid quantity', 'Invalid unit price', 'Invalid payment mode: ', 'Invalid status: ']","{'customer_id': '', 'full_name': '', 'email': '', 'phone_number': '', 'city': '', 'signup_date': ''}"
761,"['Customer ID is required', 'Invalid full name', 'Email is required', 'Phone number is required', 'City is required', 'Signup date is required', 'Order ID is required', 'Invalid order amount', 'Product ID is required', 'Invalid quantity', 'Invalid unit price', 'Invalid payment mode: ', 'Invalid status: ']","{'customer_id': '', 'full_name': '', 'email': '', 'phone_number': '', 'city': '', 'signup_date': ''}"
762,"['Customer ID is required', 'Invalid full name', 'Email is required', 'Phone number is required', 'City is required', 'Signup date is required', 'Order ID is required', 'Invalid order amount', 'Product ID is required', 'Invalid quantity', 'Invalid unit price', 'Invalid payment mode: ', 'Invalid status: ']","{'customer_id': '', 'full_name': '', 'email': '', 'phone_number': '', 'city': '', 'signup_date': ''}"
763,"['Customer ID is required', 'Invalid full name', 'Email is required', 'Phone number is required', 'City is required', 'Signup date is required', 'Order ID is required', 'Invalid order amount', 'Product ID is required', 'Invalid quantity', 'Invalid unit price', 'Invalid payment mode: ', 'Invalid status: ']","{'customer_id': '', 'full_name': '', 'email': '', 'phone_number': '', 'city': '', 'signup_date': ''}"
764,"['Customer ID is required', 'Invalid full name', 'Email is required', 'Phone number is required', 'City is required', 'Signup date is required', 'Order ID is required', 'Invalid order amount', 'Product ID is required', 'Invalid quantity', 'Invalid unit price', 'Invalid payment mode: ', 'Invalid status: ']","{'customer_id': '', 'full_name': '', 'email': '', 'phone_number': '', 'city': '', 'signup_date': ''}"
765,"['Customer ID is required', 'Invalid full name', 'Email is required', 'Phone number is required', 'City is required', 'Signup date is required', 'Order ID is required', 'Invalid order amount', 'Product ID is required', 'Invalid quantity', 'Invalid unit price', 'Invalid payment mode: ', 'Invalid status: ']","{'customer_id': '', 'full_name': '', 'email': '', 'phone_number': '', 'city': '', 'signup_date': ''}"
766,"['Customer ID is required', 'Invalid full name', 'Email is required', 'Phone number is required', 'City is required', 'Signup date is required', 'Order ID is required', 'Invalid order amount', 'Product ID is required', 'Invalid quantity', 'Invalid unit price', 'Invalid payment mode: ', 'Invalid status: ']","{'customer_id': '', 'full_name': '', 'email': '', 'phone_number': '', 'city': '', 'signup_date': ''}"
767,"['Customer ID is required', 'Invalid full name', 'Email is required', 'Phone number is required', 'City is required', 'Signup date is required', 'Order ID is required', 'Invalid order amount', 'Product ID is required', 'Invalid quantity', 'Invalid unit price', 'Invalid payment mode: ', 'Invalid status: ']","{'customer_id': '', 'full_name': '', 'email': '', 'phone_number': '', 'city': '', 'signup_date': ''}"
768,"['Customer ID is required', 'Invalid full name', 'Email is required', 'Phone number is required', 'City is required', 'Signup date is required', 'Order ID is required', 'Invalid order amount', 'Product ID is required', 'Invalid quantity', 'Invalid unit price', 'Invalid payment mode: ', 'Invalid status: ']","{'customer_id': '', 'full_name': '', 'email': '', 'phone_number': '', 'city': '', 'signup_date': ''}"
769,"['Customer ID is required', 'Invalid full name', 'Email is required', 'Phone number is required', 'City is required', 'Signup date is required', 'Order ID is required', 'Invalid order amount', 'Product ID is required', 'Invalid quantity', 'Invalid unit price', 'Invalid payment mode: ', 'Invalid status: ']","{'customer_id': '', 'full_name': '', 'email': '', 'phone_number': '', 'city': '', 'signup_date': ''}"
770,"['Customer ID is required', 'Invalid full name', 'Email is required', 'Phone number is required', 'City is required', 'Signup date is required', 'Order ID is required', 'Invalid order amount', 'Product ID is required', 'Invalid quantity', 'Invalid unit price', 'Invalid payment mode: ', 'Invalid status: ']","{'customer_id': '', 'full_name': '', 'email': '', 'phone_number': '', 'city': '', 'signup_date': ''}"
771,"['Customer ID is required', 'Invalid full name', 'Email is required', 'Phone number is required', 'City is required', 'Signup date is required', 'Order ID is required', 'Invalid order amount', 'Product ID is required', 'Invalid quantity', 'Invalid unit price', 'Invalid payment mode: ', 'Invalid status: ']","{'customer_id': '', 'full_name': '', 'email': '', 'phone_number': '', 'city': '', 'signup_date': ''}"
772,"['Customer ID is required', 'Invalid full name', 'Email is required', 'Phone number is required', 'City is required', 'Signup date is required', 'Order ID is required', 'Invalid order amount', 'Product ID is required', 'Invalid quantity', 'Invalid unit price', 'Invalid payment mode: ', 'Invalid status: ']","{'customer_id': '', 'full_name': '', 'email': '', 'phone_number': '', 'city': '', 'signup_date': ''}"
773,"['Customer ID is required', 'Invalid full name', 'Email is required', 'Phone number is required', 'City is required', 'Signup date is required', 'Order ID is required', 'Invalid order amount', 'Product ID is required', 'Invalid quantity', 'Invalid unit price', 'Invalid payment mode: ', 'Invalid status: ']","{'customer_id': '', 'full_name': '', 'email': '', 'phone_number': '', 'city': '', 'signup_date': ''}"
774,"['Customer ID is required', 'Invalid full name', 'Email is required', 'Phone number is required', 'City is required', 'Signup date is required', 'Order ID is required', 'Invalid order amount', 'Product ID is required', 'Invalid quantity', 'Invalid unit price', 'Invalid payment mode: ', 'Invalid status: ']","{'customer_id': '', 'full_name': '', 'email': '', 'phone_number': '', 'city': '', 'signup_date': ''}"
775,"['Customer ID is required', 'Invalid full name', 'Email is required', 'Phone number is required', 'City is required', 'Signup date is required', 'Order ID is required', 'Invalid order amount', 'Product ID is required', 'Invalid quantity', 'Invalid unit price', 'Invalid payment mode: ', 'Invalid status: ']","{'customer_id': '', 'full_name': '', 'email': '', 'phone_number': '', 'city': '', 'signup_date': ''}"
776,"['Customer ID is required', 'Invalid full name', 'Email is required', 'Phone number is required', 'City is required', 'Signup date is required', 'Order ID is required', 'Invalid order amount', 'Product ID is required', 'Invalid quantity', 'Invalid unit price', 'Invalid payment mode: ', 'Invalid status: ']","{'customer_id': '', 'full_name': '', 'email': '', 'phone_number': '', 'city': '', 'signup_date': ''}"
777,"['Customer ID is required', 'Invalid full name', 'Email is required', 'Phone number is required', 'City is required', 'Signup date is required', 'Order ID is required', 'Invalid order amount', 'Product ID is required', 'Invalid quantity', 'Invalid unit price', 'Invalid payment mode: ', 'Invalid status: ']","{'customer_id': '', 'full_name': '', 'email': '', 'phone_number': '', 'city': '', 'signup_date': ''}"
778,"['Customer ID is required', 'Invalid full name', 'Email is required', 'Phone number is required', 'City is required', 'Signup date is required', 'Order ID is required', 'Invalid order amount', 'Product ID is required', 'Invalid quantity', 'Invalid unit price', 'Invalid payment mode: ', 'Invalid status: ']","{'customer_id': '', 'full_name': '', 'email': '', 'phone_number': '', 'city': '', 'signup_date': ''}"
779,"['Customer ID is required', 'Invalid full name', 'Email is required', 'Phone number is required', 'City is required', 'Signup date is required', 'Order ID is required', 'Invalid order amount', 'Product ID is required', 'Invalid quantity', 'Invalid unit price', 'Invalid payment mode: ', 'Invalid status: ']","{'customer_id': '', 'full_name': '', 'email': '', 'phone_number': '', 'city': '', 'signup_date': ''}"
780,"['Customer ID is required', 'Invalid full name', 'Email is required', 'Phone number is required', 'City is required', 'Signup date is required', 'Order ID is required', 'Invalid order amount', 'Product ID is required', 'Invalid quantity', 'Invalid unit price', 'Invalid payment mode: ', 'Invalid status: ']","{'customer_id': '', 'full_name': '', 'email': '', 'phone_number': '', 'city': '', 'signup_date': ''}"
781,"['Customer ID is required', 'Invalid full name', 'Email is required', 'Phone number is required', 'City is required', 'Signup date is required', 'Order ID is required', 'Invalid order amount', 'Product ID is required', 'Invalid quantity', 'Invalid unit price', 'Invalid payment mode: ', 'Invalid status: ']","{'customer_id': '', 'full_name': '', 'email': '', 'phone_number': '', 'city': '', 'signup_date': ''}"
782,"['Customer ID is required', 'Invalid full name', 'Email is required', 'Phone number is required', 'City is required', 'Signup date is required', 'Order ID is required', 'Invalid order amount', 'Product ID is required', 'Invalid quantity', 'Invalid unit price', 'Invalid payment mode: ', 'Invalid status: ']","{'customer_id': '', 'full_name': '', 'email': '', 'phone_number': '', 'city': '', 'signup_date': ''}"
783,"['Customer ID is required', 'Invalid full name', 'Email is required', 'Phone number is required', 'City is required', 'Signup date is required', 'Order ID is required', 'Invalid order amount', 'Product ID is required', 'Invalid quantity', 'Invalid unit price', 'Invalid payment mode: ', 'Invalid status: ']","{'customer_id': '', 'full_name': '', 'email': '', 'phone_number': '', 'city': '', 'signup_date': ''}"
784,"['Customer ID is required', 'Invalid full name', 'Email is required', 'Phone number is required', 'City is required', 'Signup date is required', 'Order ID is required', 'Invalid order amount', 'Product ID is required', 'Invalid quantity', 'Invalid unit price', 'Invalid payment mode: ', 'Invalid status: ']","{'customer_id': '', 'full_name': '', 'email': '', 'phone_number': '', 'city': '', 'signup_date': ''}"
785,"['Customer ID is required', 'Invalid full name', 'Email is required', 'Phone number is required', 'City is required', 'Signup date is required', 'Order ID is required', 'Invalid order amount', 'Product ID is required', 'Invalid quantity', 'Invalid unit price', 'Invalid payment mode: ', 'Invalid status: ']","{'customer_id': '', 'full_name': '', 'email': '', 'phone_number': '', 'city': '', 'signup_date': ''}"
786,"['Customer ID is required', 'Invalid full name', 'Email is required', 'Phone number is required', 'City is required', 'Signup date is required', 'Order ID is required', 'Invalid order amount', 'Product ID is required', 'Invalid quantity', 'Invalid unit price', 'Invalid payment mode: ', 'Invalid status: ']","{'customer_id': '', 'full_name': '', 'email': '', 'phone_number': '', 'city': '', 'signup_date': ''}"
787,"['Customer ID is required', 'Invalid full name', 'Email is required', 'Phone number is required', 'City is required', 'Signup date is required', 'Order ID is required', 'Invalid order amount', 'Product ID is required', 'Invalid quantity', 'Invalid unit price', 'Invalid payment mode: ', 'Invalid status: ']","{'customer_id': '', 'full_name': '', 'email': '', 'phone_number': '', 'city': '', 'signup_date': ''}"
788,"['Customer ID is required', 'Invalid full name', 'Email is required', 'Phone number is required', 'City is required', 'Signup date is required', 'Order ID is required', 'Invalid order amount', 'Product ID is required', 'Invalid quantity', 'Invalid unit price', 'Invalid payment mode: ', 'Invalid status: ']","{'customer_id': '', 'full_name': '', 'email': '', 'phone_number': '', 'city': '', 'signup_date': ''}"
789,"['Customer ID is required', 'Invalid full name', 'Email is required', 'Phone number is required', 'City is required', 'Signup date is required', 'Order ID is required', 'Invalid order amount', 'Product ID is required', 'Invalid quantity', 'Invalid unit price', 'Invalid payment mode: ', 'Invalid status: ']","{'customer_id': '', 'full_name': '', 'email': '', 'phone_number': '', 'city': '', 'signup_date': ''}"
790,"['Customer ID is required', 'Invalid full name', 'Email is required', 'Phone number is required', 'City is required', 'Signup date is required', 'Order ID is required', 'Invalid order amount', 'Product ID is required', 'Invalid quantity', 'Invalid unit price', 'Invalid payment mode: ', 'Invalid status: ']","{'customer_id': '', 'full_name': '', 'email': '', 'phone_number': '', 'city': '', 'signup_date': ''}"
791,"['Customer ID is required', 'Invalid full name', 'Email is required', 'Phone number is required', 'City is required', 'Signup date is required', 'Order ID is required', 'Invalid order amount', 'Product ID is required', 'Invalid quantity', 'Invalid unit price', 'Invalid payment mode: ', 'Invalid status: ']","{'customer_id': '', 'full_name': '', 'email': '', 'phone_number': '', 'city': '', 'signup_date': ''}"
792,"['Customer ID is required', 'Invalid full name', 'Email is required', 'Phone number is required', 'City is required', 'Signup date is required', 'Order ID is required', 'Invalid order amount', 'Product ID is required', 'Invalid quantity', 'Invalid unit price', 'Invalid payment mode: ', 'Invalid status: ']","{'customer_id': '', 'full_name': '', 'email': '', 'phone_number': '', 'city': '', 'signup_date': ''}"
793,"['Customer ID is required', 'Invalid full name', 'Email is required', 'Phone number is required', 'City is required', 'Signup date is required', 'Order ID is required', 'Invalid order amount', 'Product ID is required', 'Invalid quantity', 'Invalid unit price', 'Invalid payment mode: ', 'Invalid status: ']","{'customer_id': '', 'full_name': '', 'email': '', 'phone_number': '', 'city': '', 'signup_date': ''}"
